Game Name,Executable Timestamp,Executable Filename,Executable Hash (MD5),Most Recent File Timestamp,Most Recent Filename,Most Recent File Hash (MD5),Volume Creation Date,Volume Modification Date,Filename
Medal of Honor: Resistance ,2000-10-20 12:39:22,/SLES_031.25,29070da84ff4de5eac6680ee93d8b37e,2000-11-06 09:33:22,/SYSTEM.CNF,0ad3f633bc5525cb895f708e9991754e,,,Medal of Honor - Resistance (France).bin
Medal of Honor: Underground ,2000-10-03 20:13:46,/SLES_031.24,7450d83d71ea493475663632361b565a,,,,,,Medal of Honor - Underground (Europe).bin
Medal of Honor: Underground ,2000-10-20 16:24:18,/SLES_031.26,c4d25d62004b59b5fd41c5bce3ace415,2000-11-06 09:33:42,/SYSTEM.CNF,87a66ddd923b9cf409c67e9aaccdb3d5,,,Medal of Honor - Underground (Germany).bin
Medal of Honor: Underground ,2000-09-29 21:31:00,/SLUS_012.70,e8232767532aa7c43e7cca80ed645205,2000-09-30 08:17:06,/DATA/MSN2/LVL3/2_3.BSD,c36d41b3fc7e608e6eeb0e2d440a2fa9,,,Medal of Honor - Underground (USA).bin
Medal of Honor ,1999-10-24 15:33:02,/SLES_024.70,abce2454c3ea13ec8fc6e538656f5a91,1999-10-25 16:49:02,/DATA/SCR1/MLOAD.RSC,e45f2a9d409f12ac1c97fde22fe8ebc9,1999-10-24 15:32:08,,Medal of Honor (Europe).bin
Medal of Honor ,1999-12-14 15:13:48,/SLES_024.71,73d7c3cede310ef3f199c04efc17a7c1,1999-12-17 20:39:04,/DATA/SCR1/MOPTION.RSC,73c1a3b349509a12cd7a89adf5ec8820,1999-12-17 20:26:19,1999-12-20 10:19:00,Medal of Honor (France).bin
Medal of Honor ,1999-11-17 16:34:24,/SLES_024.72,a0c7add6b4e7b3c01ff5a5f4fcc386d6,1999-12-27 18:13:00,/DATA/SCR2/MPMEVAL.RSC,2cdb948e35f6e0d10bd6108e5d124f82,1999-12-27 18:14:47,,Medal of Honor (Germany).bin
Medal of Honor ,1999-10-16 12:58:56,/SLUS_009.74,3e6dfc0afabfeeaf3604693729f917f2,1999-10-17 18:26:18,/DATA/MSN12/LVL7/12_7.BSD,af919a5c36387938a320b3b7aa441fc9,1999-09-08 19:32:08,,Medal of Honor (USA) (Beta).bin
Medal of Honor ,1999-10-03 19:59:16,/SLUS_009.74,f6f21e5cf8ef72b8b30f9d6d6e9d9294,1999-10-04 15:04:22,/DATA/MSN12/LVL3/12_3.BSD,54d879592bbd82b5ad035f318479329f,1999-08-05 01:21:40,,Medal of Honor (USA).bin
Medarot R: Parts Collection ,1999-05-06 10:36:04,/SLPS_026.35,8b57daeed85351260e91067e74552eff,1999-11-29 16:41:58,/CARD_NEW.BBB,cb5dbd948b3825248b73a09a2f2235f2,,,Medarot R - Parts Collection (Japan) (Track 1).bin
Medarot R ,1999-05-06 10:36:04,/MAIN.EXE,5e1d0c3d4cc201cb1e82f898882b835c,1999-09-28 19:41:42,/TITLE.BBB,4a0926b04dbd69e109a8daac55a181cd,1999-10-13 11:01:19,,Medarot R (Japan) (Track 1).bin
MediEvil: Yomigaetta Gallowmere no Yuusha ,1999-04-12 15:25:14,/SCPS_100.81,6be3ef33c34cf6f3e67e6b803b42d8d0,1999-05-12 09:15:30,/MEDIEVIL.EXE,437b37d485e3e8e18d33986eaf2669a7,1997-05-20 23:17:25,1997-11-13 00:00:00,MediEvil - Yomigaetta Gallowmere no Yuusha (Japan) (Track 1).bin
MediEvil ,1998-02-13 16:56:20,/PSX.EXE,0a5f88d48c5237f1ab8a143429258d69,1998-05-08 11:30:36,/11AV.STR,d6985af307b9add2e21a7f99c9c1a9f9,1997-05-20 23:17:25,1997-11-13 00:00:00,MediEvil (Europe) (Beta 1) (Track 1).bin
MediEvil ,1998-07-22 14:38:44,/SCES_003.11,507171092cb3adc811ebdbb1bc6b7b1f,1998-07-30 14:23:16,/MEDIEVIL.EXE,3d1d34e03c77dc404f9142df104239ef,1997-05-20 23:17:25,1997-11-13 00:00:00,MediEvil (Europe) (Beta 10) (Track 1).bin
MediEvil ,1998-07-22 14:38:44,/SCES_003.11,507171092cb3adc811ebdbb1bc6b7b1f,1998-07-30 16:05:34,/MEDIEVIL.EXE,32e9b91e577fca33ea6ff7b9cc844454,1997-05-20 23:17:25,1997-11-13 00:00:00,MediEvil (Europe) (Beta 11) (Track 1).bin
MediEvil ,1998-07-31 12:39:56,/SCES_003.11,4794ca1cbfb7a0627577899f17a33ef2,1998-07-31 14:03:28,/MEDIEVIL.EXE,8f9b690b401db1069461f124e5571e4d,1997-05-20 23:17:25,1997-11-13 00:00:00,MediEvil (Europe) (Beta 12) (Track 1).bin
MediEvil ,1998-07-31 12:39:56,/SCES_003.11,37832e26002c77db47068aa5a5679c95,1998-07-31 14:03:28,/MEDIEVIL.EXE,75bd6364157fc2eb42b6436183249a62,1997-05-20 23:17:25,1997-11-13 00:00:00,MediEvil (Europe) (Beta 13) (Track 1).bin
MediEvil ,1998-02-13 16:56:20,/PSX.EXE,0a5f88d48c5237f1ab8a143429258d69,1998-05-08 11:30:36,/11AV.STR,d6985af307b9add2e21a7f99c9c1a9f9,1997-05-20 23:17:25,1997-11-13 00:00:00,MediEvil (Europe) (Beta 2) (Track 1).bin
MediEvil ,1998-02-13 16:56:20,/PSX.EXE,0a5f88d48c5237f1ab8a143429258d69,1998-06-25 13:43:34,/XA/MIJ2.STR,7bcde2f7ba0d662486691c74e0776379,1997-05-20 23:17:25,1997-11-13 00:00:00,MediEvil (Europe) (Beta 3) (Track 1).bin
MediEvil ,1998-02-13 16:56:20,/PSX.EXE,0a5f88d48c5237f1ab8a143429258d69,1998-07-04 14:09:02,/OVERLAYS/CREDITS.BIN,645a5675e101b61fad394150c19ae9f6,1997-05-20 23:17:25,1997-11-13 00:00:00,MediEvil (Europe) (Beta 4) (Track 1).bin
MediEvil ,1998-04-17 11:01:16,/PSX.EXE,0a5f88d48c5237f1ab8a143429258d69,1998-07-08 17:30:20,/MEDIEVIL.EXE,181db4e468aecf8e4d04bd3156902e27,1997-05-20 23:17:25,1997-11-13 00:00:00,MediEvil (Europe) (Beta 5) (Track 1).bin
MediEvil ,1998-04-17 11:01:16,/PSX.EXE,0a5f88d48c5237f1ab8a143429258d69,1998-07-08 17:30:20,/MEDIEVIL.EXE,572388672058d650a7b9594e90d187db,1997-05-20 23:17:25,1997-11-13 00:00:00,MediEvil (Europe) (Beta 6) (Track 1).bin
MediEvil ,1998-04-17 11:01:16,/SCES_003.11,507171092cb3adc811ebdbb1bc6b7b1f,1998-07-22 17:27:56,/SYSTEM.CNF,01fdbd6288eecc22651fd095c23a6ea7,1997-05-20 23:17:25,1997-11-13 00:00:00,MediEvil (Europe) (Beta 7) (Track 1).bin
MediEvil ,1998-04-17 11:01:16,/SCES_003.11,507171092cb3adc811ebdbb1bc6b7b1f,1998-07-22 17:27:56,/SYSTEM.CNF,01fdbd6288eecc22651fd095c23a6ea7,1997-05-20 23:17:25,1997-11-13 00:00:00,MediEvil (Europe) (Beta 8) (Track 1).bin
MediEvil ,1998-04-17 11:01:16,/SCES_003.11,507171092cb3adc811ebdbb1bc6b7b1f,1998-07-22 17:27:56,/SYSTEM.CNF,01fdbd6288eecc22651fd095c23a6ea7,1997-05-20 23:17:25,1997-11-13 00:00:00,MediEvil (Europe) (Beta 9) (Track 1).bin
MediEvil ,1998-08-05 13:25:12,/SCES_003.11,37832e26002c77db47068aa5a5679c95,1998-09-17 18:13:52,/MEDIEVIL.EXE,82ba5ec883f463742eb76d900640b69b,1997-05-20 23:17:25,1997-11-13 00:00:00,MediEvil (Europe) (Track 1).bin
MediEvil ,1998-08-05 13:25:12,/SCES_014.92,37832e26002c77db47068aa5a5679c95,1998-09-17 20:05:10,/MEDIEVIL.EXE,df39da40a3256fad0309323cf9e408ab,1998-05-20 23:17:25,1997-11-13 00:00:00,MediEvil (France) (Track 1).bin
MediEvil ,1998-08-05 13:25:12,/SCES_014.93,37832e26002c77db47068aa5a5679c95,1998-09-17 20:50:58,/MEDIEVIL.EXE,63c6b6ddde6af82eaec7fe92620f2b5e,1998-05-20 23:17:25,1997-11-13 00:00:00,MediEvil (Germany) (Track 1).bin
MediEvil ,1998-08-05 13:25:12,/SCES_014.94,37832e26002c77db47068aa5a5679c95,1998-09-17 19:41:58,/MEDIEVIL.EXE,713164207d37787a125d271edbaf09ca,1998-05-20 23:17:25,1997-11-13 00:00:00,MediEvil (Italy) (Track 1).bin
MediEvil ,1998-08-05 13:25:12,/SCES_014.95,37832e26002c77db47068aa5a5679c95,1998-09-17 18:14:14,/MEDIEVIL.EXE,3161a3587d4ccfa5efe81580b03d4c34,1998-05-20 23:17:25,1997-11-13 00:00:00,MediEvil (Spain) (Track 1).bin
MediEvil ,1998-02-13 16:56:20,/PSX.EXE,f9f52a8f17a00d1d537632363745b5f3,1998-05-08 11:30:36,/11AV.STR,d6985af307b9add2e21a7f99c9c1a9f9,1997-05-20 23:17:25,1997-11-13 00:00:00,MediEvil (USA) (Beta 1) (Track 1).bin
MediEvil ,1998-02-13 16:56:20,/PSX.EXE,f9f52a8f17a00d1d537632363745b5f3,1998-05-08 11:30:36,/11AV.STR,d6985af307b9add2e21a7f99c9c1a9f9,1997-05-20 23:17:25,1997-11-13 00:00:00,MediEvil (USA) (Beta 2) (Track 1).bin
MediEvil ,1998-02-13 16:56:20,/PSX.EXE,0a5f88d48c5237f1ab8a143429258d69,1998-07-04 14:09:02,/OVERLAYS/CREDITS.BIN,e6cda04f40056d81422b1c6ace6b99fa,1997-05-20 23:17:25,1997-11-13 00:00:00,MediEvil (USA) (Beta 3) (Track 1).bin
MediEvil ,1998-04-17 11:27:12,/PSX.EXE,f9f52a8f17a00d1d537632363745b5f3,1998-07-09 12:47:56,/MEDIEVIL.EXE,8f2b894f265364707b3bb1da51c63317,1997-05-20 23:17:25,1997-11-13 00:00:00,MediEvil (USA) (Beta 4) (Track 1).bin
MediEvil ,1998-08-05 13:22:26,/SLUS_942.27,b90838ab71adec4e602bab13810f542a,1998-08-19 14:58:10,/MEDIEVIL.EXE,b5b09943238451b4ac69dea7914a8c54,1997-05-20 23:17:25,1997-11-13 00:00:00,MediEvil (USA) (Beta 5) (Track 1).bin
MediEvil ,1998-09-17 14:13:12,/SCUS_942.91,0aa557bd986332981b12edeca55b00bc,,,,1998-09-17 14:13:12,,MediEvil (USA) (Demo).bin
MediEvil ,1998-09-18 13:33:44,/SCUS_942.27,7be3d3cb3519f2b0f4af0427fb7def8d,1998-09-24 11:30:48,/MEDIEVIL.EXE,8da22cb0ef805eb0ba0dd9c149bbbe11,1997-05-20 23:17:25,1997-11-13 00:00:00,MediEvil (USA) (Track 1).bin
MediEvil 2 ,2000-02-28 10:20:46,/SCES_025.44,c2a5539977593db14385185e1677559e,2000-03-12 19:11:24,/MED2.EXE,5e86e69abbf6c9077fc6ace42ee99f99,,,"MediEvil 2 (Europe) (En,Fr,De) (Track 1).bin"
MediEvil 2 ,2000-02-28 10:20:46,/SCED_028.18,c2a5539977593db14385185e1677559e,2000-03-03 11:59:24,/MED2.EXE,fae167a0fb3a78b1e356ba8850c429f5,,,"MediEvil 2 (Europe) (Es,It,Pt) (Demo) (Track 1).bin"
MediEvil 2 ,2000-02-28 10:20:46,/SCES_025.45,c2a5539977593db14385185e1677559e,2000-03-12 19:33:58,/MED2.EXE,3c9131ee1b2c3bf06a16ea3f281ed521,,,"MediEvil 2 (Europe) (Es,It,Pt) (Track 1).bin"
MediEvil 2 ,2000-02-28 10:20:46,/SCES_025.46,c2a5539977593db14385185e1677559e,2000-03-20 18:12:22,/MED2.EXE,1c73a56f66e6be144b49a484b79e6865,,,MediEvil 2 (Russia) (Track 1).bin
MediEvil Collector's Edition ,1997-10-15 14:16:06,/SCED_015.27,91e70218d24347fc4dd7b1309ca99889,1998-08-27 15:48:30,/DD/DD.EXE,d9bd1837b498b1dbc4fc66cb30579da9,1998-08-27 19:48:50,,MediEvil Collector's Edition (UK) (Demo) (Track 1).bin
MediEvil II ,2000-02-25 09:38:04,/SCUS_945.64,e76ef1312e26ca7698deedd85a45156b,2000-03-30 19:26:24,/MED2.EXE,ec2de8ab98952bcc249abc46a73087ef,,,MediEvil II (USA) (Track 1).bin
MediEvil Special ,1997-10-15 14:16:06,/SCED_015.71,91e70218d24347fc4dd7b1309ca99889,1998-09-02 10:12:08,/SYSTEM.CNF,896ec4ff273b72269088ad466a749180,1998-09-03 15:12:26,,MediEvil Special (France) (Demo) (Track 1).bin
Mega Man 8 ,1998-01-08 17:22:26,/SLES_010.64,efcf9d16cdf14bc823c91552fff13dbd,,,,1998-01-09 13:48:14,,Mega Man 8 (Europe) (Track 1).bin
Mega Man 8 ,1997-01-09 14:21:20,/SLUS_004.53,4254a7176d09d5ad58bfc7c4eefbe20a,,,,1997-01-09 14:47:59,,Mega Man 8 (USA) (Track 1).bin
Mega Man Legends ,1998-07-29 13:40:32,/SLES_014.85,8ad72d068b510480f9f4eec31bf10902,1998-08-10 11:25:46,/CDDATA/DAT/KAIFONT.BIN,1b353a49a5fa34246da5f604210471e9,1998-08-10 17:00:00,,Mega Man Legends (Europe) (Track 1).bin
Mega Man Legends ,1998-08-16 12:35:56,/SLUS_006.03,ddc2262a98c1db56b6769772cc2a092a,1998-08-16 13:22:24,/CDDATA/DAT/DEMO_DAT.BIN,dcbe435979c188724cbade13b727b4fb,1998-08-16 21:00:00,,Mega Man Legends (USA) (Track 1).bin
Mega Man Legends 2 ,2001-05-02 12:09:46,/SLES_035.56,fa7ea353b20fbea9d83010a5aee0b6eb,,,,2001-05-08 10:20:36,,Mega Man Legends 2 (Europe) (Track 1).bin
Mega Man Legends 2 ,2000-03-31 14:12:58,/SLUS_900.78,d043826391b6c1616e63410ff0381795,,,,,,Mega Man Legends 2 (USA) (Demo) (Track 1).bin
Mega Man Legends 2 ,2000-09-13 15:40:02,/SLUS_011.40,76b6d9ece851130b9a4f0ef21b31a8fd,,,,,,Mega Man Legends 2 (USA) (Track 1).bin
Mega Man X3 ,1996-09-18 11:45:58,/SLES_005.03,0dbcf9b2cfb50b73c07c30fbcb4e4f44,1996-10-20 10:46:34,/D0/X3_PS.EXE,f8f43d88ce067871392124d1aaf12807,1996-10-24 10:00:00,,Mega Man X3 (Europe) (Track 01).bin
Mega Man X4 ,1998-08-03 13:35:40,/SLES_011.76,826cdb63b4fe7665c438c6c5d83cf07c,,,,1998-08-03 09:04:38,,Mega Man X4 (Europe) (Track 1).bin
Mega Man X4 ,1997-08-19 20:24:38,/SLUS_005.61,23d51c6654ef050e0387e5d0cebf2a3d,,,,1997-08-20 00:00:00,,Mega Man X4 (USA).bin
Mega Man X5 ,2001-04-27 18:27:32,/SLES_035.57,77bf2872ee5307e045d0fb4151a00b75,2001-05-02 09:40:28,/ROCK_X5.DAT,39399203174a3d01b48b36521ee80476,2001-05-08 10:00:00,,Mega Man X5 (Europe).bin
Mega Man X5 ,2000-11-20 10:03:22,/SLUS_013.34,02e3a66402a4f180b054ef986397718f,,,,,,Mega Man X5 (USA).bin
Mega Man X6 ,2001-11-21 17:26:26,/SLES_037.78,e5fb64e520e4553426e5446a0687dd35,,,,2001-11-26 10:00:00,,Mega Man X6 (Europe).bin
Mega Man X6 ,2002-10-22 11:16:14,/SLPM_885.09,298d23c88fcdcbdf42b25ad89e0af229,,,,2002-10-22 17:00:00,,Mega Man X6 (Korea).bin
Mega Man X6 ,2001-11-09 11:26:30,/SLUS_013.95,c27185a3cb95584e30c6712cd822228b,2001-11-19 18:46:40,/ROCK_X6.DAT,2b12d6329d07079ae5286fd7cca1fba6,2001-11-20 15:00:00,,Mega Man X6 (USA) (Rev 1).bin
Mega Man X6 ,2001-11-09 11:26:30,/SLUS_013.95,c27185a3cb95584e30c6712cd822228b,,,,2001-11-09 15:00:00,,Mega Man X6 (USA).bin
Megaman: Battle & Chase ,1997-06-09 17:20:54,/SLES_007.66,880cd3c65cf45d36a71861b88f4c1ae8,1998-09-21 13:37:32,/AXA/RBC00.XA,16517c73afd00e139ad60c0d96cbd59f,1998-09-24 09:31:41,,Megaman - Battle & Chase (Europe).bin
Megami Ibunroku Persona: Be Your True Mind ,1996-09-30 01:49:34,/SLPS_005.00,6f2a8574ba068b99af2470e616eea375,1996-09-30 01:50:24,/FSECT.DAT,7052e28c5c35017b881613b5352e2001,1996-09-30 03:01:00,,Megami Ibunroku Persona - Be Your True Mind (Japan) (Rev 1).bin
Megami Ibunroku Persona: Be Your True Mind ,1996-08-03 01:29:42,/SLPS_005.00,7781778efddac4c9514a428788dfe351,1996-08-03 01:30:22,/FSECT.DAT,2d2e0102b7bdfe83007eaad971ccd5dc,1996-08-19 12:00:00,,Megami Ibunroku Persona - Be Your True Mind (Japan).bin
Megatudo 2096 ,1996-08-29 09:36:50,/SLPS_004.35,ce735eb79580bb55f511d79b0a7ca841,1996-09-09 11:17:16,/PROG/MB.EXE,4bf0ef9db4b3a5607851448f1ee46fc3,1996-09-09 11:25:56,,Megatudo 2096 (Japan).bin
Meguri Ai shite ,1999-01-26 00:00:00,/SLPS_017.14,d6fd25584175019a06b0137ed6e70d68,,,,1999-01-26 00:00:00,,Meguri Ai shite (Japan) (Track 1).bin
Meguri Aishite ,1999-01-26 00:00:00,/SLPS_017.14,d6fd25584175019a06b0137ed6e70d68,,,,1999-01-26 00:00:00,,Meguri Aishite (Japan) (Track 1).bin
Meisha Retsuden: Greatest 70's ,1998-01-12 00:00:00,/SLPS_011.53,0413d50b3e1dfef1c9f3f4fc7d346686,,,,1998-01-12 00:00:00,,Meisha Retsuden - Greatest 70's (Japan) (Rev 1).bin
Meisha Retsuden: Greatest 70's ,1997-11-04 00:00:00,/SLPS_011.53,67e4a0061da67e1b2845d6c87fc75792,,,,1997-11-04 00:00:00,,Meisha Retsuden - Greatest 70's (Japan).bin
Meitantei Conan: 3-nin no Meisuiri ,2000-05-22 20:38:04,/SLPM_805.68,83298799e9c0c6a407e5670961e92423,2000-05-22 20:38:06,/MG.BIN,4fe605d13147977c9ecbc1ba7f3587de,,,Meitantei Conan - 3-nin no Meisuiri (Japan) (Demo).bin
Meitantei Conan: 3-nin no Meisuiri ,2000-06-19 16:09:36,/SLPS_028.04,ae025a61daa5c86d72fe7ccc13ece837,2000-06-19 16:09:48,/MG.BIN,25fd4e4730f4319292ff304722eb7b02,,,Meitantei Conan - 3-nin no Meisuiri (Japan).bin
Meitantei Conan: Saikou no Partner ,2002-02-14 18:06:38,/SLPS_034.25,7fbfc2c31f23877d588b589bf06cb776,,,,2002-03-11 00:00:00,2002-03-11 00:00:00,Meitantei Conan - Saikou no Partner (Japan).bin
Meitantei Conan: Trick Trick Vol. 0: Meikyuu no Crossroad Special Disc ,2003-01-08 13:56:40,/SLPM_806.40,f421bd76a5915927904a64bcc739f1fb,2003-01-10 01:43:14,/PROG.BIN,cadb4c897b15526118794ee68ba08b9d,2003-01-12 00:00:00,,Meitantei Conan - Trick Trick Vol. 0 - Meikyuu no Crossroad Special Disc (Japan).bin
Meitantei Conan: Trick Trick Vol. 1 ,2003-02-22 23:45:54,/SLPS_035.48,9e8dfcd29baade978cc572e415e395dc,2003-02-26 08:25:14,/DATA.BIN,b089cea35a54cd22ee3d7f01e44df3a5,2003-03-13 00:00:00,2003-03-13 00:00:00,Meitantei Conan - Trick Trick Vol. 1 (Japan).bin
Meitantei Conan ,1998-10-14 22:41:28,/SLPS_016.90,1c7475c283e4d31d5a427b9eb407e6a4,,,,1998-10-14 23:00:00,,Meitantei Conan (Japan).bin
Meka Pokeler ,2000-03-02 13:31:28,/SLPS_026.49,694e799e748bf07edd49660af5006cbd,2000-03-02 17:27:46,/DATA/DUMMY.BIN,58f06dd588d8ffb3beb46ada6309436b,,,Meka Pokeler (Japan).bin
MeltyLancer: Ginga Shoujo Keisatsu 2086 ,1996-02-07 00:00:00,/SLPS_002.82,71653aecb817f9ce0ede42d845e052d6,,,,1996-02-01 00:00:00,,MeltyLancer - Ginga Shoujo Keisatsu 2086 (Japan) (Track 1).bin
MeltyLancer: Re-inforce ,1997-09-18 16:05:46,/SLPM_801.61,a2534aea212395bb8420f8a536cf66ee,,,,1997-09-13 00:00:00,1997-09-19 00:00:00,MeltyLancer - Re-inforce (Japan) (Demo).bin
MeltyLancer: Re-inforce ,1997-10-25 22:12:20,/SLPS_011.47,52bf1dd80f5ddafbfadbf580d04f5b19,1997-10-25 22:14:04,/TEXT.RAQ,d724540cda9efd6b4c6568e0092b2fe5,1997-10-06 00:00:00,1997-10-26 00:00:00,MeltyLancer - Re-inforce (Japan) (Disc 1) (Track 1).bin
MeltyLancer: Re-inforce ,1997-10-25 22:12:20,/SLPS_011.48,52bf1dd80f5ddafbfadbf580d04f5b19,1997-10-25 22:14:32,/TEXT.RAQ,d40f7d0ce748af218448212dc9884db4,1997-10-06 00:00:00,1997-10-26 00:00:00,MeltyLancer - Re-inforce (Japan) (Disc 2) (Track 1).bin
MeltyLancer: The 3rd Planet ,1999-05-12 00:00:08,/SLPM_862.31,ff7842bbf36f670aa2e569bf595f330c,,,,1999-05-12 00:00:00,,MeltyLancer - The 3rd Planet (Japan) (Disc 1) (Track 1).bin
MeltyLancer: The 3rd Planet ,1999-05-12 00:00:08,/SLPM_862.32,ff7842bbf36f670aa2e569bf595f330c,,,,1999-05-12 00:00:00,,MeltyLancer - The 3rd Planet (Japan) (Disc 2) (Track 1).bin
Memorial Series: Sunsoft Vol. 1 ,2001-07-30 17:08:04,/SLPS_031.35,2022b8150ceb00d03483208cd6214685,2001-07-30 17:48:20,/QUIZ/QZCMNA.BIN,603c42741ee9f259ff7dc1c01e6a5dbc,2001-07-30 18:30:00,,Memorial Series - Sunsoft Vol. 1 (Japan).bin
Memorial Series: Sunsoft Vol. 2 ,2001-09-13 13:59:00,/SLPS_031.81,2022b8150ceb00d03483208cd6214685,2001-09-28 17:46:36,/GMSELECT/GMSELIMG.BIN,929822305bead6abab69e6755cbc2da2,2001-09-30 18:00:00,,Memorial Series - Sunsoft Vol. 2 (Japan).bin
Memorial Series: Sunsoft Vol. 3 ,2001-11-09 17:01:40,/SLPS_033.66,2022b8150ceb00d03483208cd6214685,,,,2001-11-11 19:00:00,,Memorial Series - Sunsoft Vol. 3 (Japan).bin
Memorial Series: Sunsoft Vol. 4 ,2001-11-09 17:01:40,/SLPS_033.82,2022b8150ceb00d03483208cd6214685,2001-12-29 17:42:04,/PSG_IKKI.EXE,de4c7e530539f199589189539963e81a,2002-01-03 23:00:00,,Memorial Series - Sunsoft Vol. 4 (Japan).bin
Memorial Series: Sunsoft Vol. 5 ,2001-11-09 17:01:40,/SLPS_033.97,2022b8150ceb00d03483208cd6214685,2002-02-13 01:20:36,/PSG_ARAB.EXE,f77621e1128d3f45a44edc6d241161fb,2002-02-14 09:00:00,,Memorial Series - Sunsoft Vol. 5 (Japan).bin
Memorial Series: Sunsoft Vol. 6 ,2001-10-25 18:53:08,/SLPS_034.86,2022b8150ceb00d03483208cd6214685,2002-09-09 19:13:50,/SYSTEM.CNF,29ea635e51e424e0e3d050590bf91e34,2002-09-09 12:00:00,,Memorial Series - Sunsoft Vol. 6 (Japan).bin
Memories Off ,1999-06-30 15:24:04,/SLPS_022.96,8a3cfa0938781713050fc810d8e85d36,1999-07-01 22:24:58,/DISC.BIN,902d598fc33d08227be318328f89c419,1999-08-11 12:00:00,1999-08-11 12:00:00,Memories Off (Japan).bin
Memories Off 2nd ,2001-07-22 05:00:48,/SLPS_032.89,74c475541af8be7433986ea88b17dd01,,,,2001-09-02 00:00:00,2001-09-02 00:00:00,Memories Off 2nd (Japan) (Disc 1) (Shokai Genteiban) (Track 1).bin
Memories Off 2nd ,2001-07-22 05:00:48,/SLPS_032.92,74c475541af8be7433986ea88b17dd01,,,,2001-09-02 00:00:00,2001-09-02 00:00:00,Memories Off 2nd (Japan) (Disc 1) (Track 1).bin
Memories Off 2nd ,2001-07-22 05:00:48,/SLPS_032.90,74c475541af8be7433986ea88b17dd01,,,,2001-09-02 00:00:00,2001-09-02 00:00:00,Memories Off 2nd (Japan) (Disc 2) (Shokai Genteiban) (Track 1).bin
Memories Off 2nd ,2001-07-22 05:00:48,/SLPS_032.93,74c475541af8be7433986ea88b17dd01,,,,2001-09-02 00:00:00,2001-09-02 00:00:00,Memories Off 2nd (Japan) (Disc 2) (Track 1).bin
Memories Off 2nd ,2001-07-22 02:17:34,/SLPS_032.91,fdf99e8f9ff749e3111596d271db6ebf,,,,2001-09-02 00:00:00,2001-09-02 00:00:00,Memories Off 2nd (Japan) (Disc 3) (Making Disc) (Shokai Genteiban) (Track 1).bin
Memory Card Data Book Vol. 1 ,1997-09-29 19:55:52,/SLPM_801.53,085cb47b22a68cbf1e382da3a99a4bc2,1997-10-15 19:54:26,/MAIN/TIM1/DEMOF030.TIM,88a94e4402f06f1b744405a6262f2848,1997-09-17 10:00:00,1997-10-15 20:00:00,Memory Card Data Book Vol. 1 (Japan) (Track 1).bin
Memory Card Data Book Vol. 2 ,1998-04-30 15:47:05,/SLPM_802.51,bf7574ba419012bb6159653ae0c45409,1998-05-11 19:07:03,/MAIN/TIM/8/DEMOF144.TIM,621bb77775b8a48aea9bd6634ac9ed98,1998-04-20 18:00:00,1998-05-12 12:00:00,Memory Card Data Book Vol. 2 (Japan) (Track 1).bin
Memory Card Data Book Vol. 3 ,1999-01-22 15:56:25,/SLPM_803.95,6a5ea314eb7ae16b34b4bafd2f7a5123,1999-02-04 19:52:49,/MAIN/MENU10.DAT,3a989d4185ddd5931a3c33a0d5c71547,1999-01-18 18:00:00,1999-02-05 20:00:00,Memory Card Data Book Vol. 3 (Japan) (Track 1).bin
Memory Card Data Book Vol. 4 ,1999-10-25 16:52:46,/SLPM_805.20,1f807684492476af5f28b29e867e2dba,1999-12-03 13:42:23,/MAIN/MENU6.DAT,6d65200a014e52ce9cb5eae098019c53,1999-11-08 12:00:00,1999-12-03 15:00:00,Memory Card Data Book Vol. 4 (Japan) (Track 1).bin
Men in Black: The Game ,1998-05-08 11:46:34,/SLES_010.47,7776b8767178dbd5d38638070dddb739,,,,1998-05-08 11:46:34,,Men in Black - The Game (Europe).bin
Men in Black: The Game ,1998-05-10 09:55:06,/SLES_011.99,0329f6a81b128edaa24f5ad61ac1100b,,,,1998-05-10 09:55:06,,Men in Black - The Game (France).bin
Men in Black: The Game ,1998-05-08 16:41:20,/SLES_012.00,9b0992f83ae6226fb235ba9418693f9a,,,,1998-05-08 16:41:20,,Men in Black - The Game (Germany).bin
Men in Black: The Game ,1998-05-09 21:06:15,/SLES_012.01,f64e0fa539de39350a28ba2f82beb989,,,,1998-05-09 21:06:15,,Men in Black - The Game (Italy).bin
Men in Black: The Series: Crashdown ,2001-08-29 19:50:48,/SLES_035.19,aa56fbf2f1a43935f09a135430d2d802,2001-09-07 17:11:42,/FRONT/FRONT.MIB,8d3381cdebeee40678afea3ee2c84268,2001-09-17 14:38:23,,Men in Black - The Series - Crashdown (Europe).bin
Men in Black: The Series: Crashdown ,2001-09-14 17:55:12,/SLES_035.20,52a6ed2a4abd04d8e5c15b6f4911c586,2001-09-18 16:27:26,/SYSTEM.CNF,bc9c7e4929e2dfa0d1860a7178fb8912,2001-09-19 16:10:25,,Men in Black - The Series - Crashdown (France).bin
Men in Black: The Series: Crashdown ,2001-09-06 13:30:34,/SLES_035.21,59511cdd3d51e85bc2282157aa699d66,2001-09-06 14:06:16,/SYSTEM.CNF,b60dd217a4cc3ccbdf355c9b312679a2,2001-09-18 10:39:51,,Men in Black - The Series - Crashdown (Germany).bin
